SubmitTime,WorkTimeInSeconds,Answer.first_choice_process_SUS_question_value_1.1,Answer.first_choice_process_SUS_question_value_2.2,Answer.first_choice_process_SUS_question_value_3.3,Answer.first_choice_process_SUS_question_value_4.4,Answer.first_choice_process_SUS_question_value_5.5,Answer.first_satisfaction_SUS_proposition_value_1.1,Answer.first_satisfaction_SUS_proposition_value_2.2,Answer.first_satisfaction_SUS_proposition_value_3.3,Answer.first_satisfaction_SUS_proposition_value_4.4,Answer.first_satisfaction_SUS_proposition_value_5.5,Answer.first_system_review_SUS_question_value_1.1,Answer.first_system_review_SUS_question_value_2.2,Answer.first_system_review_SUS_question_value_3.3,Answer.first_system_review_SUS_question_value_4.4,Answer.first_system_review_SUS_question_value_5.5,Answer.fourth_system_review_SUS_question_value_1.1,Answer.fourth_system_review_SUS_question_value_2.2,Answer.fourth_system_review_SUS_question_value_3.3,Answer.fourth_system_review_SUS_question_value_4.4,Answer.fourth_system_review_SUS_question_value_5.5,Answer.second_choice_process_SUS_question_value_1.1,Answer.second_choice_process_SUS_question_value_2.2,Answer.second_choice_process_SUS_question_value_3.3,Answer.second_choice_process_SUS_question_value_4.4,Answer.second_choice_process_SUS_question_value_5.5,Answer.second_satisfaction_SUS_proposition_value_1.1,Answer.second_satisfaction_SUS_proposition_value_2.2,Answer.second_satisfaction_SUS_proposition_value_3.3,Answer.second_satisfaction_SUS_proposition_value_4.4,Answer.second_satisfaction_SUS_proposition_value_5.5,Answer.second_system_review_SUS_question_value_1.1,Answer.second_system_review_SUS_question_value_2.2,Answer.second_system_review_SUS_question_value_3.3,Answer.second_system_review_SUS_question_value_4.4,Answer.second_system_review_SUS_question_value_5.5,Answer.third_choice_process_SUS_question_value_1.1,Answer.third_choice_process_SUS_question_value_2.2,Answer.third_choice_process_SUS_question_value_3.3,Answer.third_choice_process_SUS_question_value_4.4,Answer.third_choice_process_SUS_question_value_5.5,Answer.third_satisfaction_SUS_proposition_value_1.1,Answer.third_satisfaction_SUS_proposition_value_2.2,Answer.third_satisfaction_SUS_proposition_value_3.3,Answer.third_satisfaction_SUS_proposition_value_4.4,Answer.third_satisfaction_SUS_proposition_value_5.5,Answer.third_system_review_SUS_question_value_1.1,Answer.third_system_review_SUS_question_value_2.2,Answer.third_system_review_SUS_question_value_3.3,Answer.third_system_review_SUS_question_value_4.4,Answer.third_system_review_SUS_question_value_5.5
Thu Jun 23 08:15:17 PDT 2022,879,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false
Thu Jun 23 08:49:29 PDT 2022,2858,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true
Thu Jun 23 08:54:18 PDT 2022,1877,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
Thu Jun 23 09:55:10 PDT 2022,676,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false
Thu Jun 23 08:44:32 PDT 2022,813,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Thu Jun 23 09:38:33 PDT 2022,674,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true
Thu Jun 23 07:35:30 PDT 2022,605,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false
Thu Jun 23 08:39:33 PDT 2022,545,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false
Thu Jun 23 07:07:00 PDT 2022,999,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false
Thu Jun 23 09:28:12 PDT 2022,1793,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false
Thu Jun 23 14:06:19 PDT 2022,619,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Thu Jun 23 08:24:49 PDT 2022,1420,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false
Thu Jun 23 07:10:43 PDT 2022,932,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true
Thu Jun 23 07:28:12 PDT 2022,1393,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true
Thu Jun 23 06:56:01 PDT 2022,341,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true
Thu Jun 23 12:30:40 PDT 2022,1296,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true
Thu Jun 23 11:56:27 PDT 2022,1328,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true
Thu Jun 23 13:07:18 PDT 2022,1655,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false
Thu Jun 23 07:25:20 PDT 2022,2088,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true
Thu Jun 23 08:28:47 PDT 2022,1998,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false
Thu Jun 23 12:48:38 PDT 2022,1125,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true
Thu Jun 23 10:59:13 PDT 2022,385,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false
Thu Jun 23 11:00:48 PDT 2022,1231,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true
Thu Jun 23 08:37:15 PDT 2022,1815,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false
Thu Jun 23 09:12:31 PDT 2022,440,false,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,true
Thu Jun 23 10:22:03 PDT 2022,1549,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false
Thu Jun 23 08:10:46 PDT 2022,1175,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true
Thu Jun 23 07:06:02 PDT 2022,651,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false
Thu Jun 23 09:35:19 PDT 2022,1529,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false
Thu Jun 23 10:03:19 PDT 2022,623,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true
Thu Jun 23 11:40:58 PDT 2022,891,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Thu Jun 23 09:32:35 PDT 2022,285,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true
Thu Jun 23 14:39:43 PDT 2022,966,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true
Thu Jun 23 07:53:24 PDT 2022,164,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false
Thu Jun 23 08:26:15 PDT 2022,1011,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Thu Jun 23 09:41:06 PDT 2022,2878,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Thu Jun 23 07:28:43 PDT 2022,2304,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true
Thu Jun 23 12:29:23 PDT 2022,2283,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true
Thu Jun 23 08:16:54 PDT 2022,1512,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false
Thu Jun 23 06:56:50 PDT 2022,390,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
Thu Jun 23 09:35:39 PDT 2022,1374,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
Thu Jun 23 09:34:42 PDT 2022,2069,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false
Thu Jun 23 09:50:06 PDT 2022,2860,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false
Thu Jun 23 08:02:22 PDT 2022,682,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true
Thu Jun 23 07:21:45 PDT 2022,1666,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true
Thu Jun 23 07:37:23 PDT 2022,1532,false,false,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,true
Thu Jun 23 07:36:42 PDT 2022,2771,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Thu Jun 23 07:31:31 PDT 2022,1860,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Wed Jun 22 02:12:21 PDT 2022,1029,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Wed Jun 22 04:22:38 PDT 2022,1021,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false
Wed Jun 22 04:37:15 PDT 2022,2846,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false
Wed Jun 22 02:27:58 PDT 2022,1718,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Wed Jun 22 03:59:25 PDT 2022,1801,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false
Wed Jun 22 03:59:25 PDT 2022,1801,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false
Thu Jun 23 07:37:23 PDT 2022,1532,false,false,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,true
