SubmitTime,WorkTimeInSeconds,Answer.first_choice_process_SUS_question_value_1.1,Answer.first_choice_process_SUS_question_value_2.2,Answer.first_choice_process_SUS_question_value_3.3,Answer.first_choice_process_SUS_question_value_4.4,Answer.first_choice_process_SUS_question_value_5.5,Answer.first_satisfaction_SUS_proposition_value_1.1,Answer.first_satisfaction_SUS_proposition_value_2.2,Answer.first_satisfaction_SUS_proposition_value_3.3,Answer.first_satisfaction_SUS_proposition_value_4.4,Answer.first_satisfaction_SUS_proposition_value_5.5,Answer.first_system_review_SUS_question_value_1.1,Answer.first_system_review_SUS_question_value_2.2,Answer.first_system_review_SUS_question_value_3.3,Answer.first_system_review_SUS_question_value_4.4,Answer.first_system_review_SUS_question_value_5.5,Answer.fourth_system_review_SUS_question_value_1.1,Answer.fourth_system_review_SUS_question_value_2.2,Answer.fourth_system_review_SUS_question_value_3.3,Answer.fourth_system_review_SUS_question_value_4.4,Answer.fourth_system_review_SUS_question_value_5.5,Answer.second_choice_process_SUS_question_value_1.1,Answer.second_choice_process_SUS_question_value_2.2,Answer.second_choice_process_SUS_question_value_3.3,Answer.second_choice_process_SUS_question_value_4.4,Answer.second_choice_process_SUS_question_value_5.5,Answer.second_satisfaction_SUS_proposition_value_1.1,Answer.second_satisfaction_SUS_proposition_value_2.2,Answer.second_satisfaction_SUS_proposition_value_3.3,Answer.second_satisfaction_SUS_proposition_value_4.4,Answer.second_satisfaction_SUS_proposition_value_5.5,Answer.second_system_review_SUS_question_value_1.1,Answer.second_system_review_SUS_question_value_2.2,Answer.second_system_review_SUS_question_value_3.3,Answer.second_system_review_SUS_question_value_4.4,Answer.second_system_review_SUS_question_value_5.5,Answer.third_choice_process_SUS_question_value_1.1,Answer.third_choice_process_SUS_question_value_2.2,Answer.third_choice_process_SUS_question_value_3.3,Answer.third_choice_process_SUS_question_value_4.4,Answer.third_choice_process_SUS_question_value_5.5,Answer.third_satisfaction_SUS_proposition_value_1.1,Answer.third_satisfaction_SUS_proposition_value_2.2,Answer.third_satisfaction_SUS_proposition_value_3.3,Answer.third_satisfaction_SUS_proposition_value_4.4,Answer.third_satisfaction_SUS_proposition_value_5.5,Answer.third_system_review_SUS_question_value_1.1,Answer.third_system_review_SUS_question_value_2.2,Answer.third_system_review_SUS_question_value_3.3,Answer.third_system_review_SUS_question_value_4.4,Answer.third_system_review_SUS_question_value_5.5
Mon Jun 27 03:32:43 PDT 2022,1638,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Mon Jun 27 05:43:59 PDT 2022,478,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Mon Jun 27 08:11:45 PDT 2022,731,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false
Mon Jun 27 04:58:42 PDT 2022,344,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true
Mon Jun 27 03:22:16 PDT 2022,2052,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
Mon Jun 27 03:30:22 PDT 2022,2413,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false
Mon Jun 27 04:21:07 PDT 2022,807,false,false,false,false,true,false,true,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false
Mon Jun 27 06:31:21 PDT 2022,1711,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false
Mon Jun 27 06:17:27 PDT 2022,1021,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Mon Jun 27 12:25:41 PDT 2022,1129,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true
Mon Jun 27 04:04:14 PDT 2022,388,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false
Mon Jun 27 11:24:21 PDT 2022,2067,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false
Mon Jun 27 05:42:55 PDT 2022,1015,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true
Mon Jun 27 04:15:38 PDT 2022,569,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,false,false,false,true,false,false,false,false,false,true
Mon Jun 27 15:28:42 PDT 2022,3302,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false
Mon Jun 27 04:25:27 PDT 2022,1745,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false
Mon Jun 27 09:41:24 PDT 2022,772,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Mon Jun 27 04:05:16 PDT 2022,1013,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false
Mon Jun 27 04:18:36 PDT 2022,568,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Mon Jun 27 03:50:16 PDT 2022,397,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true
Mon Jun 27 16:58:58 PDT 2022,1350,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false
Mon Jun 27 03:45:08 PDT 2022,749,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true
Mon Jun 27 10:05:25 PDT 2022,1392,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
Mon Jun 27 03:53:28 PDT 2022,1479,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
Mon Jun 27 13:12:29 PDT 2022,723,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false
Mon Jun 27 15:09:21 PDT 2022,871,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Mon Jun 27 02:58:41 PDT 2022,630,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false
Mon Jun 27 04:32:22 PDT 2022,1728,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true
Mon Jun 27 05:16:01 PDT 2022,457,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false
Mon Jun 27 13:01:52 PDT 2022,982,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false
Mon Jun 27 03:28:39 PDT 2022,2411,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true
Mon Jun 27 12:57:50 PDT 2022,1587,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false
Mon Jun 27 15:39:47 PDT 2022,1895,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false
Mon Jun 27 07:43:25 PDT 2022,1346,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Mon Jun 27 06:58:00 PDT 2022,768,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Mon Jun 27 13:16:32 PDT 2022,1347,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true
Mon Jun 27 07:20:46 PDT 2022,1087,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Mon Jun 27 02:57:12 PDT 2022,536,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,false,false,false,true,false,false,false,false,false,true
Mon Jun 27 06:48:53 PDT 2022,2129,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false
Mon Jun 27 04:32:46 PDT 2022,1070,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true
Mon Jun 27 04:24:41 PDT 2022,1406,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false
Mon Jun 27 05:30:05 PDT 2022,210,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true
Mon Jun 27 03:59:21 PDT 2022,258,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Mon Jun 27 12:14:05 PDT 2022,1661,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false
Mon Jun 27 15:48:32 PDT 2022,308,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true
Mon Jun 27 05:17:53 PDT 2022,279,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false
Mon Jun 27 04:50:02 PDT 2022,383,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Mon Jun 27 04:10:14 PDT 2022,1309,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true
Mon Jun 27 06:51:21 PDT 2022,3246,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false
Mon Jun 27 07:03:57 PDT 2022,578,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,true,false,false
Mon Jun 27 08:22:27 PDT 2022,628,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false
Mon Jun 27 05:32:04 PDT 2022,455,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
Mon Jun 27 04:04:17 PDT 2022,799,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false
Mon Jun 27 04:28:34 PDT 2022,1282,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true
Mon Jun 27 05:19:35 PDT 2022,800,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false
